// 2012 HSK/Level 1
爱	ai4
请把门关上, 空调开着呢。	qing3 ba3men2 guan1shang5, kong1tiao2 kai1 zhe5ne5。	Please shut the door. The AC is on. 
他穿这件衣服真难看。	ta1 chuan1 zhe4 jian4 yi1fu5 zhen1 nan2kan4。	He really looks ugly in that suit. 
我喜欢看书。	wo3 xi3huan5 kan4 shu1。	I like reading. 
看书	kan4 shu1	read, do reading 
看体育比赛	kan4 ti3yu4 bi3sai4	watch a sport event 
我看看你的新衣服。	wo3 kan4kan5 ni3 de5 xin1 yi1fu5。	Let me have a look at your new dress. 
你想看哪些书?	ni3 xiang3 kan4 na3xie1 shu1	Which books do you want to read? 
看孩子	kan1 hai2zi5	look after children, baby-sit 
看完	kan4wan2	finish reading/watching 
看比赛	kan4 bi3sai4	watch a game (or sports event) 
我这里有一些书, 你看看还有没有用。	wo3 zhe4li5 you3 yi1xie1 shu1, ni3 kan4kan5 hai2 you3 mei2you3 yong4。	I have a few books here. Have a look to see if they are still useful. 
我看马上要下雨了。	wo3 kan1ma3 shang4 yao4 xia4 yu3 le5。	It seems to me that it's going to rain soon. 
他看上去要哭了。	ta1 kan4 shang4qu5 yao4 ku1 le5。	He looks as if he's going to cry. 
我要让眼睛休息一下—我看书看得时间太长了。	wo3 yao4 rang4 yan3jing5 xiu1xi5 yi2xia4— wo3 kan4 shu1 kan4de5 shi2jian1 tai4 zhang3 le5。	I'll rest my eyes—I've read for too long. 
“可以看看你的新手机吗？”“当然可以。”	“ ke3yi3 kan4kan5 ni3 de5 xin1 shou3ji1 ma5？”“ dang1ran2 ke3yi3。”	“Can I have a look at your new cell phone?” “By all means.” 
你上次什么时候看到她的？	ni3 shang4ci4 shen2me5 shi2hou5 kan4dao4 ta1 de5？	When did you see her last? 
一块蛋糕	yi2 kuai4 dan4gao1	a piece/slice of cake 
什么? 要一千块钱? 太贵了!	shen2me5 yao4 yi1qian1 kuai4 qian2 tai4 gui4 le5	What? One thousand dollars? It's too expensive. 
三块钱	san3 kuai4 qian2	three yuan (or dollars) 
三百四十来块钱	san1bai3 si4shi2 lai2 kuai4 qian2	about 340 yuan 
两块面包	liang3 kuai4 mian4bao1	two pieces of bread 
你能借我一百块吗？我星期四还。	ni3 neng2 jie4 wo3 yi1bai3 kuai4 ma5？ wo3 Xing1qi1si4 hai2。	Can you loan me $100 until Thursday? 
妈妈每星期给他五十块钱。	ma1ma5 mei3 xing1qi1 gei3 ta1 wu3shi2 kuai4 qian2。	Mom gives him 50 dollars every week. 
上来	shang4lai5	come up 
站起来	zhan4 qi3lai5	stand up 
明天上课的时候, 把词典带来。	ming2tian1 shang4 ke4 de5 shi2hou5, ba3 ci2dian3 dai4lai5。	Please bring your dictionary with you when you come to class tomorrow. 
等一下, 我马上就来。	deng3 yi2xia4, wo3 ma3shang4 jiu4 lai2。	Wait a minute, I'll come soon. 
我马上就来。	wo3 ma3shang4 jiu4 lai2。	I'll come immediately. (→ I'm coming.) 
她难过得哭起来。	ta1 nan2guo4 de5 ku1 qi3lai5。	She was so sad that she cried. 
请你出来一下。	qing3 ni3 chu1lai5 yi2xia4。	Would you please step out for a while? 
请你到我办公室来一下。	qing3 ni3 dao4 wo3 ban4gong1shi4 lai2 yi2xia4。	Please come to my office. 
你昨天为什么没有来上课?	ni3 zuo2tian1 wei4shen2me5 mei2you3 lai2 shang4 ke4	Why didn't you come to school yesterday? 
快, 公共汽车来了!	kuai4, gong1gong4 qi4che1 lai2 le5	Quick, the bus is coming! 
我们来做游戏!	wo3men5 lai2 zuo4 you2xi4	Let's play a game! 
进来吧, 我们在等你呢!	jin4lai5 ba5, wo3men5 zai4 deng3 ni3 ne5	Please come in. We've been waiting for you. 
你先生近来忙吗?	ni3 xian1sheng5 jin4lai2 mang2 ma5	Is your husband busy these days? 
没关系, 我来想办法。	mei2 guan1xi5, wo3 lai2 xiang3 ban4fa3。	It's OK. I'll think of a way. 
来, 坐到我旁边来。	lai2, zuo4dao4 wo3 pang2bian1 lai2。	Come and sit by my side. 
她上星期五没有来上班。	ta1 shang4 Xing1qi1wu3 mei2you3 lai2 shang4ban1。	She was absent from work last Friday. 
他昨天没有来上班。	ta1 zuo2tian1 mei2you3 lai2 shang4ban1。	He didn't come to work yesterday. 
都上来了吗？	dou1 shang4lai5 le5 ma5？	Is everyone on board? 
我也可以来吗？	wo3 ye3 ke3yi3 lai2 ma5？	May I come too? 
说真的, 我从来没有喜欢过他。	shuo1 zhen1 de5, wo3 cong2lai2 mei2you3 xi3huan5 guo4 ta1。	To tell the truth, I never liked him very much. 
你万一生病了, 谁来照顾你呢？	ni3 wan4yi1 sheng1 bing4 le5, shui2 lai2 zhao4gu5 ni3 ne5？	Who would care for you in case you are sick? 
我们来玩游戏吧。	wo3men5 lai2 wan2 you2xi4 ba5。	Let's play a game. 
你老了谁来照顾你？	ni3 lao3le5 shui2 lai2 zhao4gu5 ni3？	Who'll look after you when you're old? 
来, 坐在我旁边。	lai2, zuo4 zai4 wo3 pang2bian1。	Come and sit beside me! 
拿一把椅子来, 跟我们坐在一起。	na2 yi1 ba3 yi3zi5 lai2, gen1 wo3men5 zuo4 zai4 yi4qi3。	Fetch a chair and join us. 
一位老师	yi2 wei4 lao3shi1	a teacher 
忙极了	mang2 ji2le5	extremely busy 
这次考试太难了!	zhe4ci4 kao3shi4 tai4 nan2 le5	This test was really difficult! 
我想睡觉了, 这些作业明天再做吧。	wo3 xiang3 shui4jiao4 le5, zhe4xie1 zuo4ye4 ming2tian1 zai4 zuo4 ba5。	I want to go to bed. I'll do these assignments tomorrow. 
我的红铅笔哪里去了?	wo3 de5 hong2 qian1bi3 na3li5 qu4le5	Where's my red pencil? 
出问题了!	chu1 wen4ti2 le5	Something's gone wrong! 
她已经三十五岁了, 还没有结婚。	ta1 yi3jing1 san1shi2wu3 sui4 le5, hai2 mei2you3 jie2hun1。	She is already thirty-five years old and is not married yet. 
你怎么又迟到了?	ni3 zen3me5 you4 chi2dao4 le5	Why are you late again? 
怎么了, 她怎么哭了?	zen3me5le5, ta1 zen3me5 ku1 le5	What happened? Why is she crying? 
你昨天晚上去哪里了?	ni3 zuo2tian1 wan3shang5  qu4 na3li5 le5	Where were you yesterday evening? 
谢谢, 我饱了。	xie4xie5, wo3 bao3 le5。	Thank you. I'm full. 
她昨天又迟到了。	ta1 zuo2tian1 you4 chi2dao4 le5。	She was late (for work, school, etc.) again yesterday. 
孩子长高了。	hai2zi5 zhang3 gao1 le5。	The child has grown taller. 
我向他借了一百元。	wo3 xiang4 ta1 jie4 le5 yi1bai3 yuan2。	I borrowed one hundred dollars from him. 
他又换了一只手机。	ta1 you4 huan4 le5 yi4 zhi1 shou3 ji1。	He changed his cell phone again. 
他上星期买了三件衣服。	ta1 shang4 xing1qi1 mai3 le5 san1 jian4 yi1fu5。	He bought three pieces of clothing last week. 
去年我花了两百元买书。	qu4nian2 wo3 hua1le5 liang3bai3 yuan2 mai3shu1。	Last year I spent 200 yuan on books. 
我昨天等你等了半小时。	wo3 zuo2tian1 deng3 ni3deng3 le5 ban4 xiao3shi2。	I waited for you for half an hour yesterday. 
“我可以走了吗?”“可以。”	“ wo3 ke3yi3 zou3 le5 ma5”“ ke3yi3。”	“May I leave now?” “Yes, you may.” 
你可以走了。	ni3 ke3yi3 zou3 le5。	You can leave. 
我们发现走错路了。	wo3men5 fa1xian4 zou3cuo4 lu4 le5。	We found that we were going in the wrong direction. 
我冷极了。	wo3 leng3 ji2le5。	I'm frozen. 
她对孩子照顾得太过分了。	ta1 dui4 hai2zi5 zhao4gu5 de5 tai4 guo4fen4 le5。	She makes a fuss over her child. 
我真的对她生气极了。	wo3 zhen1 de5 dui4 ta1 sheng1qi4 ji2le5。	I really got mad at her. 
我们到了。	wo3men5 dao4liao3。	Here we are. 
她买了一只新手机。	ta1 mai3 le5 yi1 zhi3 xin1 shou3ji1。	She bought a new cell phone. 
我的意思说明白了吗？	wo3 de5 yi4si5 shuo1 ming2bai5 le5 ma5？	Have I made myself clear? 
谁骑走了我的自行车？	shui2 qi2 zou3 le5 wo3 de5 zi4xing2che1？	Who has taken my bicycle? 
他错过了最后一班公共汽车。	ta1 cuo4guo4 le5 zui4hou4 yi1 ban1 gong1gong4 qi4che1。	He missed the last bus. 
冷极了！	leng3 ji2le5！	It's freezing! 
你住在哪里?	ni3 zhu4 zai4 na3li5	Where do you live? 
请问, 女洗手间在哪里?	qing3wen4, nü3 xi3shou3jian1 zai4 na3li5	Excuse me, where is the women's toilet? 
请问, 洗手间在哪里?	qing3wen4, xi3shou3jian1 zai4 na3li5	Excuse me, where's the washroom? 
“你住在哪里?”“我住在学校附近。”	“ ni3 zhu4 zai4 na3li5”“ wo3 zhu4 zai4 xue2xiao4 fu4jin4。”	“Where do you live?” “I live near the school.” 
他在房间里休息。	ta1 zai4 fang2jian1 li3 xiu1xi5。	He's taking a rest in the room. 
那里就是图书馆。	na4li5 jiu4shi4 tu2shu1guan3。	Over there is the library. 
这里有五公斤苹果, 我送给你。	zhe4li5 you3 wu3 gong1jin1 ping2guo3, wo3 song4gei3 ni3。	Here are five kilograms of apples, my gift to you. 
你口渴吗? 这里有水。	ni3 kou3ke3 ma5 zhe4li5 you3 shui3。	Are you thirsty? Here's some water. 
房间里有些人站着, 有些人坐着。	fang2jian1 li3 you3xie1 ren2 zhan4zhe5, you3xie1 ren2 zuo4 zhe5。	In the room some people are standing, and others are seated. 
房间里没有人。	fang2jian1 li3 mei2you3 ren2。	There is nobody in the room. 
教室里没有人。	jiao4shi4 li3 mei2you3 ren2。	There is nobody in the classroom. 
你住在哪里？	ni3 zhu4 zai4 na3li5？	Where do you live? 
六十六	liu4shi2 liu4	sixty-six 
星期六	Xing1qi1liu4	Saturday 
六十五岁	liu4shi2 wu3 sui4	sixty-five years of age 
星期六我们去爬山吧!	Xing1qi1liu4 wo3men5 qu4 pa2shan1 ba5	Let's go mountain climbing this Saturday. 
我一直要忙到星期六。	wo3 yi4zhi2 yao4 mang2 dao4 Xing1qi1liu4。	I'm going to be very busy through Saturday. 
妈妈每星期买两公斤鸡蛋。	ma1ma5 mei3 xing1qi1 mai3 liang3 gong1jin1 ji1dan4。	Mom buys two kilograms of eggs every week. 
我可以参加中文班吗?	wo3 ke3yi3 can1jia1 Zhong1wen2 ban1 ma5	May I join the Chinese class? 
我可以用一下你的铅笔吗?	wo3 ke3yi3 yong4 yi2xia4 ni3 de5 qian1bi3 ma5	May I use your pencil for a while? 
我可以请您跳舞吗?	wo3 ke3yi3 qing3 nin2 tiao4wu3 ma5	May I have a dance with you? 
我可以用一下你的自行车吗?	wo3 ke3yi3 yong4 yi2xia4 ni3 de5 zi4xing2che1 ma5	May I use your bicycle? 
你经常运动吗?	ni3 jing1chang2 yun4dong5 ma5	Do you exercise often? 
这房间太小。还有别的房间吗？	zhe4 fang2jian1 tai4 xiao3。 hai2 you3 bie2de5 fang2jian1 ma5？	This room is too small. Is there another room? 
可以借用你的词典吗？	ke3yi3 jie4yong4 ni3 de5 ci2dian3 ma5？	Can I borrow your dictionary? 
你能听出那位老人在说什么吗？	ni3 neng2 ting1chu1 na4wei4 lao3ren2 zai4 shuo1 shen2me5 ma5？	Can you make out what the old man is saying? 
你有什么问题吗？	ni3 you3 shen2me5 wen4ti2 ma5？	Do you have any questions? 
有人吗？	you3ren2 ma5？	Is anyone there? 
你带着钱吗？	ni3 dai4 zhe5 qian2 ma5？	Did you bring some money with you? 
你站在我这一边吗？	ni3 zhan4 zai4 wo3 zhe4 yi4bian1 ma5？	Are you with me? 
我要去商店买一些水果。	wo3 yao4 qu4 shang1dian4 mai3 yi4xie1 shui3guo3。	I'll go to the store to buy some fruit. 
做买卖	zuo4 mai3mai5	do business, be engaged in business 
我得买些新衣服。	wo3 de5 mai3 xie1 xin1 yi1fu5。	I need to buy new clothes. 
没关系。	mei2 guan1xi5。	It doesn't matter. 
没有办法	mei2you3 ban4fa3	there's nothing we can do 
没有差错	mei2you3 cha1cuo4	error-free 
“你去过中国没有?”“还没有。”	“ ni3 qu4 guo4 Zhong1guo2 mei2you3”“ hai2 mei2you3。”	“Have you ever been to China?” “Not yet.” 
还没有	hai2 mei2you3	not yet 
没有问题	mei2you3 wen4ti2	no problem 
“你有什么需要, 可以跟我说。”“谢谢, 没有什么需要。”	“ ni3 you3 shen2me5 xu1yao4, ke3yi3 gen1 wo3 shuo1。”“ xie4xie5, mei2you3 shen2me5 xu1yao4。”	“If there's anything you need, let me know.” “Thank you, but there's nothing I need.” 
没有意思	mei2you3 yi4si5	uninteresting, meaningless 
没有用	mei2you3 yong4	useless 
我没有带零钱。	wo3 mei2you3 dai4 ling2qian2。	I have no change on me. 
我认为他没有错。	wo3 ren4wei2 ta1 mei2you3 cuo4。	I consider him blameless. 
他可能没有办法帮助我们。	ta1 ke3neng2 mei2you3 ban4fa3 bang1zhu4 wo3men5。	He may be unable to help us. 
没有人知道她是谁。	mei2you3 ren2 zhi1dao5 ta1 shi4 shui2。	No one knew who she was. 
我们明天考试。	wo3men5 ming2tian1 kao3shi4。	We're having an examination tomorrow. 
明天是星期五。	ming2tian1 shi4 Xing1qi1wu3。	Tomorrow will be Friday. 
你喜欢哪种音乐？	ni3 xi3huan5 na3 zhong3 yin1yue4？	What sort of music do you like? 
那位先生是谁?	na4wei4 xian1sheng5 shi4 shui2	Who is that gentleman? 
喂, 你的票呢?	wei4, ni3 de5 piao4 ne5	Hey, where's your ticket? 
你着急有什么用呢? 慢慢想办法吧。	ni3 zhao2ji2 you3 shen2me5 yong4 ne5 man4man4 xiang3 ban4fa3 ba5。	What's the use of being worried? Let's think of a plan. 
他说他自己能做。	ta1 shuo1 ta1 zi4ji3 neng2 zuo4。	He said he could do that all by himself. 
要等到绿灯才能走。	yao4 deng3dao4 lü4deng1 cai2neng2 zou3。	Wait till the lights turn green. 
我愿意帮助你。	wo3 yuan4yi4 bang1zhu4 ni3。	I'm willing to help you. 
你什么时候去中国?	ni3 shen2me5 shi2hou5 qu4 Zhong1guo2	When are you going to China? 
你什么时候可以做完作业?	ni3 shen2me5 shi2hou5 ke3yi3 zuo4wan2 zuo4ye4	When can you finish your homework? 
你住在什么地方?	ni3 zhu4 zai4 shen2me5 di4fang5	Where do you live? 
请你出去一下。	qing3 ni3 chu1qu5 yi2xia4。	Please go out for a while. (→ Please leave us for a while.) 
你在忙什么?	ni3 zai4 mang2 shen2me5	What are you busy with? 
你找谁?	ni3 zhao3 shui2	Who are you looking for? 
你是谁?	ni3 shi4 shui2	Who're you? 
你最近身体怎么样?	ni3 zui4jin4 shen1ti3 zen3me5yang4	How's your health been recently? 
“你最喜欢什么颜色?”“蓝颜色。”	“ ni3 zui4 xi3huan5 shen2me5 yan2se5”“ lan2 yan2se5。”	“What's your favorite color?” “Blue.” 
我是为你着想。	wo3 shi4wei2 ni3 zhuo2xiang3。	I'm considering your interest. (→ I'm doing this for your good.) 
你笑什么?	ni3 xiao4 shen2me5	What are you laughing at? 
你自己	ni3 zi4ji3	yourself 
你要注意身体。	ni3 yao4 zhu4yi4 shen1ti3。	You should pay attention to your health. 
你要什么?	ni3 yao4 shen2me5	What do you want? 
你觉得我这件新衣服怎么样?	ni3 jue2de5 wo3 zhe4 jian4 xin1 yi1fu5 zen3me5yang4	What do you think of my new dress? 
你说得慢, 我就听得懂。	ni3 shuo1de5 man4, wo3 jiu4 ting1de2dong3。	If you speak slowly, I can understand you. 
你为什么上班经常迟到？	ni3 wei4shen2me5 shang4ban1 jing1chang2 chi2dao4？	Why are you often late for work? 
你姓什么？（→ 您贵姓？）	ni3 xing4 shen2me5？（ nin2 gui4xing4？）	What is your family name? 
你最喜欢什么颜色？	ni3 zui4 xi3huan5 shen2me5 yan2se5？	What is your favorite color? 
你还是现在就走吧。	ni3 hai2shi5 xian4zai4 jiu4 zou3 ba5。	You might as well go now. 
过年	guo4nian5	observe New Year's Day 
老年人	lao3nian2ren2	old person 
笑一笑, 十年少。	xiao4yi1xiao4, shi2 nian2shao4。	Laugh and you'll be ten years younger. (→ Laughter is the best medicine.) 
他每年检查一次身体。	ta1 mei3 nian2 jian3cha2 yi1ci4 shen1ti3。	He has a physical examination (or medical checkup) once a year. 
新年礼物	xin1nian2 li3wu4	New Year present 
年轻人	nian2qing1ren2	young person, youth 
老朋友	lao3peng2you5	long-standing friend 
男朋友	nan2peng2you5	boyfriend 
女朋友	nü3peng2you5	girlfriend 
我下午去机场接一位朋友。	wo3 xia4wu3 qu4 ji1chang3 jie1 yi1 wei4 peng2you5。	I'm going to the airport to meet a friend this afternoon. 
他是我的朋友。	ta1 shi4 wo3 de5 peng2you5。	He is a friend of mine. 
七百七十七	qi1bai3 qi1shi2qi1	seven hundred and seventy-seven 
两角钱	liang3 jiao3 qian2	two <py>jiao</py>, twenty cents 
他打算到银行去借钱。	ta1 da3suan4 dao4 yin2hang2 qu4 jie4qian2。	He plans to ask for a loan from the bank. 
钱包	qian2bao1	wallet, purse 
他又向我借钱。	ta1 you4 xiang4 wo3 jie4qian2。	He asked me for a loan again. 
您先请。	nin2 xian1 qing3。	After you. 
请坐!	qing3zuo4	Sit down, please! 
请进!	qing3jin4	Please come in! (or Please go in!) 
请问, 去火车站怎么走?	qing3wen4, qu4huo3 che1zhan4 zen3me5 zou3	Excuse me, could you show me the way to the railway station? 
上去	shang4qu5	go up 
马上送他到医院去！	ma3shang4 song4 ta1 dao4 yi1yuan4 qu4！	Send him to hospital, now! 
热带	re4dai4	tropical zone, tropics 
介绍人	jie4shao4 ren2	matchmaker, sponsor (for membership in a club, a political party, an association etc.) 
男人	nan2ren5	man, men 
外地人	wai4di4ren2	one who is from other parts of the country, not a native 
我为人人, 人人为我。	wo3 wei2ren2 ren2, ren2ren2 wei4wo3。	I work for everybody as everybody works for me. (→ One for all and all for one.) 
要人	yao4ren2	important person, VIP 
我家有四口人。	wo3jia1 you3 si4 kou3 ren2。	There're four people in my family. 
她认为自己高人一等。	ta1 ren4wei2 zi4ji3 gao1 ren2 yi1 deng3。	She thinks herself above the common people. 
我们从小认识。	wo3men5 cong2xiao3 ren4shi5。	We've known each other since childhood. 
十三	shi2san1	thirteen 
星期三	Xing1qi1san1	Wednesday 
三十	san1shi2	thirty 
三张桌子	san1 zhang1 zhuo1zi5	three tables/desks 
三百元	san1bai3 yuan2	three hundred yuan/dollars 
三米半	san1 mi3 ban4	three and half meters. 
她再三要求, 才让她参加了考试。	ta1 zai4san1 yao1qiu2, cai2 rang4 ta1 can1jia1 le5 kao3shi4。	It was only after her repeated requests that she was allowed to sit for the examination. 
楼上	lou2shang4	upstairs 
马路上	ma3lu4 shang5	in the street, on the road 
世界上	shi4jie4 shang5	in the world 
习惯上	xi2guan4 shang5	habitually 
上一课	shang4 yi2 ke4	the previous class (lesson) 
上星期	shang4 xing1qi1	last week 
我坐电梯上楼。	wo3 zuo4 dian4ti1 shang4 lou2。	I take the lift upstairs. 
上楼	shang4 lou2	go upstairs 
上船	shang4 chuan2	board a ship 
上课	shang4 ke4	go to class 
马上送医院!	ma3shang4 song4 yi1yuan4	Take him to the hospital rightnow! 
老太太, 您找谁?	lao3 tai4tai5, nin2 zhao3 shui2	Who are you looking for, ma'am? 
谁先说？	shui2 xian1 shuo1？	Who wants to speak first? 
谁要这些旧书？自己拿吧。	shui2 yao4 zhe4xie1 jiu4shu1？ zi4ji3 na2 ba5。	Anyone wants these old books? Help yourself. 
是谁？	shi4 shui2？	Who is it? 
他生什么病?	ta1 sheng1 shen2me5 bing4	What is he ill with? (→ What's wrong with him?) 
